18.6.2 And it is forced, not observed	122
18.6.3 Where prediction actually lives	122
18.6.4 The trade, stated plainly	123
18.7 Why the negatives are the contribution	123
19. Retrieval as a lattice problem	123
19.1 The formalisation	123
19.2 A paywall blocks a source, not a cell	123
19.3 The secondary can be better than the primary	124
19.4 The retrieval graph is self-referencing	124
19.5 Where it fails, and the number that describes it	124
19.5.1 ρ is a property of (document, route), and this chapter collapsed the second index	124
19.5.2 And the book states two incompatible things about Dunz	125
19.5.3 The route is a fibre, and §19.1 wrote it without using it	126
19.6 The procedure	126
PART IV — THE LANGUAGES	127
20. The languages, and what each one can close	127
20.1 A language is a coordinate system	127
20.2 The languages this book uses	127
20.3 And a language can make a law monotone	127
21. Translation, and what it costs	127
21.1 One object, two namings, and E is the price	127
21.2 The certificate is a translation, exhibited and checked	128
21.3 The three ways a translation fails	128
21.4 What this does not claim	128
21.5 The missing ingredient is a translation, not a fact	129
21.5.1 And the three-body count is exactly one	129
21.5.2 The constraints, indexed — and a 3-body is what a tree forbids	130
21.5.3 The shape, and the index rebuilt	131
21.5.4 Shape decides the seed, and neither extreme is cheapest	132
21.5.5 Every constraint in the book, indexed	133
21.6 E = 0 is relative to coordinates, and the coordinates must be given	133
21.6.1 The letter that defines rather than constrains	134
21.6.2 Two of the companion's five, read from three numbers each	134
PART V — THE METHOD	135
22. The bracket	135
22.1 The rule	135
22.1.1 A bracket whose admissible set is a singleton	135
22.1.1.1 Containment on level energies, recomputed under variation	136
22.1.2 The bracket's own boundary — interpolation and extrapolation	136
22.2 The four rules	137
22.2.1 Each rule justified by ablation	137
22.2.2 Rule 1 is not about n	137
22.2.3 And one step beyond the fitted range costs more again	138
22.2.4 Rule 1's second clause is not redundant	138
22.2.5 Rule 4 at the edge of a channel	138
22.3 The bracket is limit-free	139
22.4 The price of limit-freedom, computed	139
22.4.1 What δ buys, and what it costs	139
22.5 Admissibility	139
22.6 What the bracket costs	140
23. The cost surface	140
23.1 The ratio	140
23.2 The floor is algebraic before it is physical	140
23.2.1 When the floor is approached, and what it means	141
23.3 V is a bound, not a tool	141
23.4 V is a function of ν/h alone	141
23.4.1 Which makes depth and step interchangeable	142
23.4.2 Tested on the collection	142
23.5 The trade-off, and a conservation law that is not one	142
23.5.1 A withdrawn proposition	142
23.5.2 What is exactly true	142
23.5.3 And the frontier has an optimum	143
23.6 The fractional forms	143
23.7 The exponent axis	143
23.8 The cost has a name in another field	144
23.8.1 The quantity is the Newton decrement	144
23.8.2 The term function is self-concordant	144
23.8.3 Which explains the cancellation	144
23.8.4 And the attribution the book owes	144
23.9 Which variable to bracket	145
23.9.1 The cost ranks by exponent	145
23.9.2 Two branches, and where they cross	145
23.9.3 And the pole sits on the field's favourite variable	145
23.10 The order of the bracket	146
23.10.1 A deductive bracket exists at every order	146
23.10.2 And the cost still grows	146
23.10.3 What the order axis does buy	147
23.10.4 And the admissibility rule generalises	147
23.11 The refusal pattern carries four verdicts, not one	148
23.11.1 On the collection	148
23.11.2 And a caution about the test itself	148
23.12 The optimal order is a boundary, not a peak	148
23.13 Inversion	149
23.14 Two kinds of bound, and the book has been calling them	149
23.14.1 And celestial mechanics is what made it visible	149
23.15 The second admission bound	150
24. The collection	150
24.1 What it spans	150
24.2 The largest contributors	151
24.3 He I — the angular span	152
24.4 He II — the δ = 0 edge itself	152
24.5 Bi I — the charge span	152
24.6 The isoelectronic pairs	152
24.7 Hydrogen, and a floor on interpretation	153
24.8 On independence, and the most conservative reading	153
24.9 A caveat the collection forced	153
24.10 Two cross-checks	154
24.11 Four ways a species declines	155
24.12 The census, computed rather than searched	155
24.13 What the structure determines, and what it does not	156
25. Domain, failure, and the bound in the silence	156
25.1 A method that has never failed has not been tested	156
25.2 Five exclusions, which are three mechanisms	156
25.3 The failure condition	157
25.4 Why the collection never enters the failure regime	157
25.5 The bound in the silence	158
25.6 The one deduction, and why it is not a prediction	159
25.6.1 The bracket, from monotonicity alone	159
25.6.2 And convexity tightens it, without leaving it	159
25.6.3 What was already solved — not a prediction	159
25.6.4 The point estimates, and the one that was wrong	160
25.6.5 Nothing was fetched	160
25.6.6 A second route to the same prediction	161
26. Collective sections	161
26.1 The assembly rule	161
26.2 One dimension, fifteen perspectives	162
26.3 Collective coefficients are not a separate class	162
26.4 Error amplifies as the exponent — which is the point	162
26.5 Tested against a published parameterisation	162
26.6 Aitken's Δ² has an exact bias on a Rydberg series	163
26.7 And the bracket is the wrong tool here	163
27. Slack	163
27.1 The three names	163
27.2 The one quantity	164
27.3 Slack is a description length	164
27.4 And every structural result is a statement about slack	165
27.5 Why the three languages agree	165
27.5.1 The three measures are one quantity because the three objects are one shape	166
27.6 What this buys, and what it does not	166
PART VI — THE RECORD AND THE REACH	168
28. Withdrawals	168
28.1 The dominant pattern	168
28.2 The five that earned their place	168
28.3 Others worth listing	169
28.4 From from the earlier work, and how each was caught — retained in the compendium	169
28.5 What the register is for	169
28.6 What the register shows about where errors are caught	170
28.7 From made after the register was closed, two printed here — retained in the compendium	170
28.7.1 From more from the structural work — retained in the compendium	171
28.7.2 From more from the structural and audit work — retained in the compendium	171
28.7.3 From more from the audit work of the final session, all printed — retained in the compendium here	172
28.7.4 From more, from the session that closed §30.3 and §32.2 — retained in the compendium	174
28.7.5 What the block shows	174
28.7.6 Two from the tower session and its repair, in the collaborator's hand	174
28.7.7 The results of the sessions after the tower — 119, printed individually	174
28.7.8 The recurring mechanisms, grouped	175
28.7.9 The level a fault landed at, which is a coordinate §4 does not have	175
28.8 A dependent choice is indexable, and naming the	175
28.9 The register, indexed and closed	176
28.9.1 From registers, and only one of them is a backlog — retained in the compendium	176
29. Precedent, and what a search can bound	178
29.1 Why novelty is not the author's to claim	178
29.2 What can be claimed instead	178
29.2.1 The question closed by the author	179
29.2.2 A reading the language cannot close	179
29.3 The word for it	180
29.4 On priority for V = 4ν/3	180
29.5 Edlén 1964, examined at one remove	180
29.5.1 Every equation in the review is a fit	180
29.5.2 And the paradigm is stated twice, explicitly	181
29.5.3 One near miss, and it is not ours	181
29.5.4 A bibliographic correction	181
29.5.5 What this establishes, and what it does not	181
29.6 The three documents we could not reach	181
29.7 What the entered literatures returned	182
29.7.1 The calibration was post hoc	182
29.8 The other claims	183
29.9 Why state it this way	183
29.9.1 Attributions entered by the tower	183
29.10 Two searches run, and an obstruction worth naming	184
29.11 A precedent found, and it is for the central theorem	184
29.11.1 Two categories entered: quantum mechanics and astrophysics	184
29.11.2 The run, attempted	185
28.10 What removing the register cost, and what it caught	186
29.12 Five unlocated results, defined, with the test that would settle each	186
30. Order recovery, and the reorderability law	187
30.1 Order recovery above the tree	187
30.2 What governs the difficulty	188
30.2.1 And that list was enumerated once	188
30.2.2 Which gives §30.3 a parameter	188
30.2.3 And it is a landscape statement	188
30.3 Reorderability — the law, the procedure, and what is left	189
30.3.1 The object, correctly identified	189
30.3.2 The law	189
30.3.3 What the interval machinery was	190
30.3.4 The step law	190
30.3.5 The procedure, and its cost	191
30.3.6 The signature, exhaustively verified	191
30.3.7 Three method classes ruled out	191
30.3.8 The residue	192
30.3.9 And it is not this book's problem	192
30.4 The lists this work enumerated once	192
30.4.1 And the audit itself was run once	192
30.4.2 Which is a defect of five lists, not one	193
31. The method outside spectroscopy	193
31.1 Celestial mechanics and the nucleus	193
31.1.1 Celestial mechanics — families, not trajectories	193
31.1.2 The nucleus — a second index of the same construction	194
31.2 String theory — the pole, the generating function, and a	194
31.2.1 Three objects on the pole	194
31.2.2 The degeneracy is where the content is	194
31.2.3 The partition function is Λ's expression with counts	194
31.2.4 No critical dimension, and a ladder	194
31.2.5 And no Hagedorn point, for a stated reason	195
31.3 The Calabi–Yau catalogue	195
31.3.1 Self-duality, measured	195
31.3.2 The thin tip is a defect of the construction	195
31.3.3 The Pareto strength, against the right denominator	195
31.3.4 E(X) on a specifiable slice, and 540 predictions	195
32. The law applied to this book	196
32.1 The book is an index	197
32.1.1 What a referee would flag	197
32.1.2 Four of the seven, answered by computation	198
32.1.3 The frame has changed, and the change is measurable	199
32.1.4 What this book names before anyone tells it	199
32.1.4.1 Which of this book's numbers hold still	200
32.2 Self-reference	201
32.3 Self-defence	201
32.4 The recursion, and where it stops	201
32.4.1 Why the recursion is safe — logic without negation	202
32.4.2 Which of this book's figures survive their own inputs moving	202
32.5 The book satisfies its own method	203
32.5.1 The prediction, recomputed from the text	203
32.5.2 And it generalises to every bracket in the book	204
32.5.3 Which is what D3 asks for, made operational	204
32.6 The falsification tests, run	204
32.6.1 What is left, asked of the indices rather than of the author	205
32.7 On a verification that does not test its claim	206
APPENDICES	208
Appendix A — Proofs	209
Appendix B — Data and provenance	214
Appendix C — Margins, and what was recomputed	216
Appendix D — The mathematics, indexed	218
Appendix E — Q, indexed and closed	229
Appendix F — The numbers, indexed	236
END MATTER	241
Index	242
