id	verdict	reason
1273	not a defect	Read word by word at reg L2045. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...e in the coordinates physics supplies.** *The question is never what E is; it is who fixed the coordinates.*...
1274	not a defect	Read word by word at reg L2125. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...from *untried*, and twenty-seven of forty-nine cells were never tried.** *§21.5's obstruction committed in the chap...
1275	not a defect	Read word by word at reg L2209. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...rules, same profile.** *And multi-parent conditioning was never missing: a letter may already appear in several hea...
1276	not a defect	Read word by word at reg L2225. The flagged "at every cap" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ment covered by exactly ONE cell? — the answer is* **zero at every cap setting from 216 cells to 1,636, and zero at Λ₉.** ...
1277	not a defect	Read word by word at reg L2293. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... it is* **monotonicity** *— adding a name or a check must never make an object MORE unfinished — and* **exhaustiven...
1278	not a defect	Read word by word at reg L2305. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...l of them.* **The rules use NEC thresholds 1, 2 and 4 and never 3* **, while NEC ranges 0–4 and the companion's own...
1279	not a defect	Read word by word at reg L2321. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...nything was drawn from it, and that is the only reason it never entered the book.**...
1280	not a defect	Read word by word at reg L2345. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...te, k.* **L.c8 is k ≥ 1* **, so a target ending empty can never be a source:* *the missing 19.13% is exactly the tr...
1281	not a defect	Read word by word at reg L2425. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...e book has cited §4.1 and §4.2 throughout its life and* **never defined them** *— the mechanisms lived at §28.7.8, ...
1282	not a defect	Read word by word at reg L2425. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...e book has cited §4.1 and §4.2 throughout its life and* **never defined them** *— the mechanisms lived at §28.7.8, ...
1283	not a defect	Read word by word at reg L2437. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ecord's citations were standing in for citations the book never made.* *Visible only once the record was removed.*...
1284	not a defect	Read word by word at reg L2461. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...t is exactly Z²R = 987,635.841 cm⁻¹.* **`channels.py` was never told it is hydrogenic** *and applied the same n∗ = ...
1285	not a defect	Read word by word at reg L2493. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... a new place: an inventory kept by name.* **Sort by time, never by title.**...
1286	not a defect	Read word by word at reg L2497. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... the 37-element compilation from a paper this calculation never touched,* **gives Ne = 1.300.** *Within 0.008 and 0...
1287	not a defect	Read word by word at reg L2621. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ....046…−0.054 to +0.002…+0.010.* **The negative values were never physics; they were P.trunc.**...
1288	not a defect	Read word by word at reg L2681. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...` gives Si = 1.816 from a 2005 paper this calculation has never touched.**...
1289	not a defect	Read word by word at reg L2793. The flagged "without exception" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ss residual rather than a ladder.** *Above 0.01, monotone without exception.*...
1290	not a defect	Read word by word at reg L2817. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...stated with its cause.** *§3.0's split again: a test that never fails is not testing.*...
1291	not a defect	Read word by word at reg L2821. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...d the count returns to **145 of 145*. **The inversion was never in the physics; it was in the parsing.**...
1292	not a defect	Read word by word at reg L2841. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...*`channel_verify.py` asked whether two defects agreed and never asked whether they COULD differ.* **A check that ad...
1293	not a defect	Read word by word at reg L2845. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ISMS.md` fourteen — P.termsplit was registered at 739 and never given an entry — and `QUEUE.md` still named the ten...
1294	not a defect	Read word by word at reg L2865. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... recorded the first discrepancy; this records that it was never closed and has since been compounded.* **Disclosed,...
1295	not a defect	Read word by word at reg L2869. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...firmed the render matched the source.* **A column that is always equal to another column will satisfy every cross-ch...
1296	not a defect	Read word by word at reg L2877. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... works within the alphabets its own table supplies, so it never asks for a new element** *— every recovered cell is...
1297	not a defect	Read word by word at reg L2945. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...xactly what buys the 100%, and the price is that 100% was never evidence.**...
1298	not a defect	Read word by word at reg L2973. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...* *P.lcollapse gains nothing from another ℓ-pair that was always going to order correctly; it gains from a sample th...
1299	not a defect	Read word by word at reg L3049. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...rs, and until now three of the load- bearing theorems had never been asked.**...
1300	not a defect	Read word by word at reg L3061. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...em assumes it to be.* *A proved statement whose units had never been verified against a measurement now has been.*...
1301	not a defect	Read word by word at reg L3233. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...because it changes no conclusion** — *the mechanisms were never resting on the fifth decimal.*...
1302	not a defect	Read word by word at reg L3305. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ual and the upper bound of 0.0002 was noise.* **P.iso was never claimed below 0.005 (register 773), and register 83...
1303	not a defect	Read word by word at reg L3481. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ckily at 15* **, which is what a single distant hit could never establish.*...
1304	not a defect	Read word by word at reg L3581. The flagged "without exception" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... two or more charge states: **23 of 23 monotone at ℓ ≤ 1, without exception** — He, Li, Be, B, C, Ne, Na, Mg, Al, Si, Ca, Zn, B...
1305	not a defect	Read word by word at reg L3585. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...r a spectrum the index does not contain, so **Fe XV could never reach Fe XI** — and the same break occurred on ever...
1306	not a defect	Read word by word at reg L3681. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...l from 87% to 57% on the arrival of two species that were never in its domain* **, and chasing that fall found the ...
1307	not a defect	Read word by word at reg L3817. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ator.** *So the class of Hadamard states on a horizon was never going to be contained in the positive-energy class,...
1308	not a defect	Read word by word at reg L4009. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...t** *— reporting δ = X exactly, which the order structure never licensed.*...
1309	not a defect	Read word by word at reg L4017. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...nded above AND below by DIFFERENT mechanisms". PROPAGATED never carried that requirement.* **The grading already fo...
1310	not a defect	Read word by word at reg L4053. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...es reach and the mechanisms supply tightness, and the two never contradict: **zero empty intersections across 1,696...
1311	not a defect	Read word by word at reg L4121. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... — same charge state, next element, (Z,c) → (Z+1,c) — was never tested.* **Raw, it is the loosest of the three: med...
1312	not a defect	Read word by word at reg L4137. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...register 1064, which supplies the factor.* **The step was always there. It was hidden because (Z, charge) is the wro...
1313	not a defect	Read word by word at reg L4161. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... HAS COLLAPSED TO ONE PARAMETER.** *At ℓ ≥ 4 the electron never enters the core and only the polarisability matters...
1314	not a defect	Read word by word at reg L4217. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... values against 574 averaged ones** — *and the terms were always in the data, discarded at the indexing step.*...
1315	not a defect	Read word by word at reg L4229. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...tric.** *For Λ the second is empty, which is why the book never needed it.*...
1316	not a defect	Read word by word at reg L4261. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: .... The compendium records n as a RANGE on each channel and never as a coordinate.* **But it must not become one: n₀ ...
1317	not a defect	Read word by word at reg L4285. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...δ may reach B + 1. But the equation's penetration term is always negative, so it can never produce δ > B.* *Separati...
1318	not a defect	Read word by word at reg L4285. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...equation's penetration term is always negative, so it can never produce δ > B.* *Separating deficit from fraction s...
1319	not a defect	Read word by word at reg L4321. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...e corrections to the ℓ step failed and why the walk could never reach nd.*...
1320	not a defect	Read word by word at reg L4377. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... only; geometry, algebra, information and statistics have never touched it. Λ_α has been read in order alone.* **Th...
1321	not a defect	Read word by word at reg L4393. The flagged "without exception" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...tatistics and geometry — and the agreement tracks closure without exception. **Λ and a box ordering: E = 0 and every pair agree...
1322	not a defect	Read word by word at reg L4401. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...rs from 2,202 to 963.* **A result proved in one place and never carried into the operator that needed it was costin...
1323	not a defect	Read word by word at reg L4481. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...her. E is INTERIOR and E_W is EXTERIOR, and their overlap never exceeds 12% of E at any tolerance.*...
1324	not a defect	Read word by word at reg L4521. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ncy check verifies that every named dependency EXISTS and never checked that the graph is ACYCLIC.** *An acyclicity...
1325	not a defect	Read word by word at reg L4637. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...nterface between a quantity and the index holding it, and never held the parameters themselves.* **22 parameters on...
1326	not a defect	Read word by word at reg L4677. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...uli), Nₑ^k (Thomas–Fermi) and ln(c+1)/c (Edlén) and which never mentions n+ℓ,* **picks the subshell aufbau fills at...
1327	not a defect	Read word by word at reg L4689. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...) = p in 153 of 167 channels at d, f and g — 92%. At s it never does, 3 of 86.** *So dδ/dp = 1 is not a measurement...
1328	not a defect	Read word by word at reg L4701. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...he full energy ordering of all subshells: n∗(np) < n∗(ns) always, because the integer decides and it decides against...
1329	not a defect	Read word by word at reg L4701. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...or 3d against 4p. The 96% survives only because 3d and 4p never compete for the same electron.* **Löwdin asked for ...
1330	not a defect	Read word by word at reg L4733. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...The 5d¹⁰6s core, p = 4 at ℓ = 1 — the corner regime 2 had never had, since 19 of its 21 channels were p = 1 and two...
1331	not a defect	Read word by word at reg L4737. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...1 at 19, 0.21 at 37, and 0.141 at 80.** *So ln(c+1)/c was never general — over c = 1 to 4 it falls as c^(−0.39), an...
1332	not a defect	Read word by word at reg L4761. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...h other.* **Anything measured independently is LOCKED and never refitted; only genuinely free numbers are fitted; a...
1333	not a defect	Read word by word at reg L4777. The flagged "without exception" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... > 0.8, a running 0.066 to 1.654.** *The grid is monotone without exception: every column rises with Nₑ, every row falls with c...
1334	not a defect	Read word by word at reg L4781. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...* *They share the FORM exactly — δ = a√p, with p read and never fitted. They differ only in a.* **C = x·√Nₑ measure...
1335	not a defect	Read word by word at reg L4781. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...* *They share the FORM exactly — δ = a√p, with p read and never fitted. They differ only in a.* **C = x·√Nₑ measure...
1336	not a defect	Read word by word at reg L4873. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...lassified as intermediate — it is fitted FROM the series, never measured.* **The identity error of register 1273 an...
1337	not a defect	Read word by word at reg L4957. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...EASON THE LAW SUPPLIES.** *Nₑ = 4, 12, 30, 48, 80 and 102 never cross at any charge.* **Where the incoming subshell...
1338	not a defect	Read word by word at reg L5001. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...to four self-consistent subshells** — the observed one is always among them, never uniquely determined.* **So the pe...
1339	not a defect	Read word by word at reg L5001. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...tent subshells** — the observed one is always among them, never uniquely determined.* **So the periodic table is no...
1340	not a defect	Read word by word at reg L5005. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... after Mo, Tb after Gd, Bk after Cm, Hg after Au.* ** **a never resets mid- subshell.** **So each subshell is fille...
1341	not a defect	Read word by word at reg L5009. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...UPANCY and the law has no coordinate for it. The corridor never saw this because within one element all competing s...
1342	not a defect	Read word by word at reg L5017. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ts are a LIST of measurements with their own statistics — never one fitted number across cells, and **a "median acr...
1343	not a defect	Read word by word at reg L5037. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... c, n, ℓ, 2S+1) — and n is the principal number Λ_spectra never carried** (register 1341's own antecedent: "Λ_spect...
1344	not a defect	Read word by word at reg L5041. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...h is the occupancy effect at q = 0 against q = 1.* **They never contradicted before because they were never in the ...
1345	not a defect	Read word by word at reg L5041. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...h is the occupancy effect at q = 0 against q = 1.* **They never contradicted before because they were never in the ...
1346	not a defect	Read word by word at reg L5057. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ed the term symbol, and I recorded the configurations and never indexed the terms.**...
1347	not a defect	Read word by word at reg L5073. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ..., no measurement. a is carried and resets eighteen times, never mid-subshell. Its entry point is t(ℓ) = √(ℓ(ℓ+1)/2)...
1348	not a defect	Read word by word at reg L5153. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ity collapses to (ℓ₂+3/2)(4β+α) < 0, and since ℓ₂+3/2 > 0 always, such a pair forces the sign of the single combinat...
1349	not a defect	Read word by word at reg L5165. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ry cell is alone in its row and the monotonising ordering always exists. Measured: 4-cell sets on a 4×4×2 grid with ...
1350	not a defect	Read word by word at reg L5177. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...touches exactly once (Ne I's 2s.2p⁶.np, register 711) and never as an index.* **Constructed with no new data* **: Λ...
1351	not a defect	Read word by word at reg L5189. The flagged "in every case" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...d likewise Am, Bk, Cf.* **The lighter isotope lies higher in every case* **, which is the field shift's sign and not the ma...
1352	not a defect	Read word by word at reg L5193. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...naccounted.* *A factor that vanishes by construction must never be quoted beside quantities the data constrains.*...
1353	not a defect	Read word by word at reg L5213. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...atio rising monotonically toward the hydrogenic limit and never past it is screening dying as the nucleus dominates...
1354	not a defect	Read word by word at reg L5213. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...atio rising monotonically toward the hydrogenic limit and never past it is screening dying as the nucleus dominates...
1355	not a defect	Read word by word at reg L5225. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... α) exists" as refuting the standard model. The field has never claimed a universal (β, α): Rekstad & Løvhøiden (19...
1356	not a defect	Read word by word at reg L5229. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ide the refuted family, absorbed into the ℓ² term; it was never a candidate.** *Tensor and ℓ-dependent effective ma...
1357	not a defect	Read word by word at reg L5253. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ... presume the next from the law that generates the widths, never from the pattern they make — turns out to govern th...
1358	not a defect	Read word by word at reg L5257. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...rded resets, with zero false positives — the intersection never empties anywhere the record does not already reset....
1359	not a defect	Read word by word at reg L5261. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...site. Placing a at the nearest endpoint gives ten resets; always-lower gives twelve; always-upper seventeen; the mid...
1360	not a defect	Read word by word at reg L5261. The flagged "always" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...site. Placing a at the nearest endpoint gives ten resets; always-lower gives twelve; always-upper seventeen; the mid...
1361	not a defect	Read word by word at reg L5273. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...d six of the eight unproduced resets were donor steps and never computed it — the overlap is three, terbium, berkel...
1362	not a defect	Read word by word at reg L5281. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...ualified and superseded at 1435. This entry's `margin` is never defined; its ninety-nine is the CEILING-BEARING set...
1363	not a defect	Read word by word at reg L5289. The flagged "never" is bounded by its own sentence and is a stated rule, a measured result with its scope, or a fact about a named object — not an unbounded claim about the work. Context: ...aximum of itself and the floor, so it only ever rises and never descends. Zero violations across all 106 steps, wit...
