# Ti I — NIST ASD, captured 2026-08-14, register 1639.
# URL: energy1.pl?spectrum=Ti+I&units=0&format=2&conf_out=on&term_out=on&level_out=on&j_out=on&submit=Retrieve+Data
# destination_url VERIFIED — spectrum=Ti+I confirmed. Levels in cm-1.
#
# CAPTURE ONLY. Nothing extracted per R 1638.
#
# LIMIT:  Ti II (3d2.4s 4F<3/2>)  55072.5 cm-1
#
# 3d2.4s2 ground. Letter prefixes a-h even, z-n odd.
#
# ** THE CLEAREST INSTANCE IN THE WHOLE FETCH OF ONE SPECIES CARRYING
#    BOTH COUPLING SCHEMES AT ONCE, AND THE BOUNDARY IS SHARP:
#
#      below ~47990 cm-1   LS terms throughout (a 3F, z 5G*, e 5H ...)
#      above ~47990 cm-1   Racah 2[K] throughout, on J-RESOLVED parents
#                          written 3d2.4s.(4F<3/2>).4f, (4F<5/2>), etc.
#
#    The 4f and 5g blocks are entirely Racah on four parent-J values
#    each (4F<3/2>, <5/2>, <7/2>, <9/2>); the 4s, 4p, 5s, 5p, 4d, 5d
#    blocks below are entirely LS. THE SAME ATOM, THE SAME TABLE, THE
#    SWITCH HAPPENING AT A DEFINITE ENERGY. **
#
# Register 1602 rebuilt the index on jK coupling for exactly this
# structure; Ti I shows the LS and jK regimes adjacent in one species
# with the crossover visible. RECORDED, NOT ACTED ON.
#
# Only the LS block is transcribed. The Racah 4f/5g blocks are ~90 rows
# the 2S+1 key cannot read (R 1576).
#
# config	term	J	level_cm1
3d3.(2P).4s	a 1P	1	20062.886
3d3.(2H).4s	a 3H	4	18037.213
3d3.(2H).4s	a 3H	5	18141.265
3d3.(2H).4s	a 3H	6	18192.570
3d3.(2H).4s	a 1H	5	20795.603
3d3.(2F).4s	3F	4	25037.405
3d3.(2F).4s	3F	3	25068.842
3d3.(2F).4s	3F	2	25092.958
3d3.(2F).4s	1F	3	27498.172
3d3.(2D1).4s	3D	3	32514.566
3d3.(2D1).4s	3D	2	32539.905
3d3.(2D1).4s	3D	1	32557.419
3d3.(2D1).4s	1D	2	41671.567
3d4	a 5D	0	28772.736
3d4	a 5D	1	28791.519
3d4	a 5D	2	28828.429
3d4	a 5D	3	28882.368
3d4	a 5D	4	28951.972
3d4	3P2	0	34219.338
3d4	3P2	1	34327.836
3d4	3P2	2	34534.987
3d4	3F2	2	35123.425
3d4	3F2	3	35174.502
3d4	3F2	4	35242.198
3d4	3H	4	35345.555
3d4	3H	5	35400.235
3d4	3H	6	35469.497
3d4	b 3G	3	36065.466
3d4	b 3G	4	36132.283
3d4	b 3G	5	36200.732
3d4	3D	2	38476.084
3d4	3D	3	38476.615
3d4	3D	1	38481.773
3d4	1G2	4	38527.359
3d4	3F1	2	42957.092
3d4	3F1	3	42965.9148
3d4	3F1	4	43009.4937
3d4	3P1	2	44651.328
3d4	1F	3	43411.059
3d2.4s.(4F).5s	e 5F	1	35959.109
3d2.4s.(4F).5s	e 5F	2	36013.597
3d2.4s.(4F).5s	e 5F	3	36096.542
3d2.4s.(4F).5s	e 5F	4	36208.929
3d2.4s.(4F).5s	e 5F	5	36351.365
3d2.4s.(4F).5s	e 3F	2	37538.862
3d2.4s.(4F).5s	e 3F	3	37659.992
3d2.4s.(4F).5s	e 3F	4	37824.758
3d3.(4F).5s	f 5F	1	39107.060
3d3.(4F).5s	f 5F	2	39149.280
3d3.(4F).5s	f 5F	3	39214.362
3d3.(4F).5s	f 5F	4	39302.506
3d3.(4F).5s	f 5F	5	39412.846
3d3.(4F).5s	f 3F	2	39526.912
3d3.(4F).5s	f 3F	3	39641.021
3d3.(4F).5s	f 3F	4	39785.923
3d2.4s.(2F).5s	e 1F	3	41087.404
3d2.4s.(2F).5s	3F	2	41194.378
3d2.4s.(2F).5s	3F	3	41368.996
3d2.4s.(2F).5s	3F	4	41481.207
3d2.4s.(2D).5s	3D	1	45093.226
3d2.4s.(2D).5s	3D	2	45097.323
3d2.4s.(2D).5s	3D	3	45102.381
3d2.4s.(2D).5s	1D	2	46613.001
3d2.4s.(4F).6s	h 5F	1	45764.562
3d2.4s.(4F).6s	h 5F	2	45812.935
3d2.4s.(4F).6s	h 5F	3	45893.192
3d2.4s.(4F).6s	h 5F	4	46007.545
3d2.4s.(4F).6s	h 5F	5	46157.719
3d3.(2G).5s	1G	4	47954.025
3d2.4s.(4F).4d	e 5G	2	41714.4115
3d2.4s.(4F).4d	e 5G	3	41757.529
3d2.4s.(4F).4d	e 5G	4	41818.8088
3d2.4s.(4F).4d	e 5G	5	41903.4757
3d2.4s.(4F).4d	e 5G	6	42019.1293
3d2.4s.(4F).4d	e 5H	3	41823.2130
3d2.4s.(4F).4d	e 5H	4	41917.1924
3d2.4s.(4F).4d	e 5H	5	42017.9751
3d2.4s.(4F).4d	e 5H	6	42123.7378
3d2.4s.(4F).4d	e 5H	7	42205.377
3d2.4s.(4F).4d	3G	3	41867.7812
3d2.4s.(4F).4d	3G	4	41975.4249
3d2.4s.(4F).4d	3G	5	42169.6496
3d2.4s.(4F).4d	e 5D	0	41871.365
3d2.4s.(4F).4d	e 5D	1	41901.3771
3d2.4s.(4F).4d	e 5D	2	41958.4833
3d2.4s.(4F).4d	e 5D	3	42052.7717
3d2.4s.(4F).4d	e 5D	4	42184.6261
3d2.4s.(4F).4d	g 3F	2	41871.8642
3d2.4s.(4F).4d	g 3F	3	41988.5259
3d2.4s.(4F).4d	g 3F	4	42107.0545
3d2.4s.(4F).4d	3H	4	42214.7689
3d2.4s.(4F).4d	3H	5	42368.0934
3d2.4s.(4F).4d	3H	6	42530.2894
3d2.4s.(4F).4d	e 5P	1	42611.4510
3d2.4s.(4F).4d	e 5P	2	42723.9855
3d2.4s.(4F).4d	e 5P	3	42858.7661
3d2.4s.(4F).4d	3D	1	42654.3674
3d2.4s.(4F).4d	3D	2	42770.1745
3d2.4s.(4F).4d	3D	3	42906.2727
3d2.4s.(4F).4d	g 5F	1	43033.933
3d2.4s.(4F).4d	g 5F	2	43080.9622
3d2.4s.(4F).4d	g 5F	3	43148.1922
3d2.4s.(4F).4d	g 5F	4	43231.9903
3d2.4s.(4F).4d	g 5F	5	43330.0066
3d2.4s.4d	3P	1	42190.8217
3d2.4s.4d	3P	2	42366.7719
3d3.(4F).4d	5G	2	43592.1203
3d3.(4F).4d	5G	3	43636.5388
3d3.(4F).4d	5G	4	43699.0187
3d3.(4F).4d	5G	5	43781.8353
3d3.(4F).4d	5G	6	43888.0708
3d3.(4F).4d	f 5H	3	43843.741
3d3.(4F).4d	f 5H	4	43901.6548
3d3.(4F).4d	f 5H	5	43971.5467
3d3.(4F).4d	f 5H	6	44051.3351
3d3.(4F).4d	f 5H	7	44134.658
3d3.(4F).4d	5F	1	43875.514
3d3.(4F).4d	5F	2	43914.0450
3d3.(4F).4d	5F	3	43969.6460
3d3.(4F).4d	5F	4	44040.0941
3d3.(4F).4d	5F	5	44122.9818
3d3.4d	1D	2	34496.77
3d3.4d	5P	2	43980.372
3d3.4d	5P	3	44110.592
3d2.4s.(2F).4d	3G	3	45403.556
3d2.4s.(2F).4d	3G	4	45498.815
3d2.4s.(2F).4d	3G	5	45630.180
3d2.4s.(2F).4d	f 3H	4	45721.863
3d2.4s.(2F).4d	f 3H	5	45832.546
3d2.4s.(2F).4d	f 3H	6	45960.432
3d2.4s.(2F).4d	3F	2	45777.275
3d2.4s.(2F).4d	3F	3	45837.698
3d2.4s.(2F).4d	3F	4	45931.013
3d2.4s.(2F).4d	e 1G	4	46067.923
3d2.4s.(2F).4d	f 1F	3	46650.398
3d2.4s.(4F).5d	g 5H	3	47840.36
3d2.4s.(4F).5d	g 5H	4	47913.55
3d2.4s.(4F).5d	g 5H	5	47994.377
3d2.4s.(4F).5d	g 5H	6	48106.659
3d2.4s.(4F).5d	g 5H	7	48262.705
3d2.4s.(4F).5d	h 5G	2	47870.47
3d2.4s.(4F).5d	h 5G	3	47936.73
3d2.4s.(4F).5d	h 5G	4	48018.093
3d2.4s.(4F).5d	h 5G	5	48119.335
3d2.4s.(4F).5d	h 5G	6	48233.380
3d2.4s.(4F).5d	5F	1	48458.006
3d2.4s.(4F).5d	5F	2	48509.938
3d2.4s.(4F).5d	5F	3	48588.258
3d2.4s.(4F).5d	5F	4	48672.566
3d2.4s.(4F).5d	5F	5	48771.606
3d2.4s.(4F).5p	5G*	2	41689.272
3d2.4s.(4F).5p	5G*	3	41756.880
3d2.4s.(4F).5p	5G*	4	41847.686
3d2.4s.(4F).5p	5G*	5	41962.232
3d2.4s.(4F).5p	5G*	6	42100.717
3d2.4s.(4F).5p	5F*	1	41853.813
3d2.4s.(4F).5p	5F*	2	41906.402
3d2.4s.(4F).5p	5F*	3	41985.701
3d2.4s.(4F).5p	5F*	4	42092.236
3d2.4s.(4F).5p	5F*	5	42225.880
3d2.4s.(4F).5p	5D*	0	42152.472
3d2.4s.(4F).5p	5D*	1	42193.949
3d2.4s.(4F).5p	5D*	2	42269.727
3d2.4s.(4F).5p	5D*	3	42376.495
3d2.4s.(4F).5p	5D*	4	42505.322
3d2.4s.(4F).5p	r 3F*	2	43467.537
3d2.4s.(4F).5p	r 3F*	3	43583.355
3d2.4s.(4F).5p	r 3F*	4	43744.793
3d2.4s.(4F).5p	o 3D*	1	43975.715
3d2.4s.(4F).5p	o 3D*	2	44079.761
3d2.4s.(4F).5p	o 3D*	3	44233.620
3d2.4s.(4F).5p	3G*	3	44155.596
3d2.4s.(4F).5p	3G*	4	44257.098
3d2.4s.(4F).5p	3G*	5	44375.500
3d3.(4F).5p	5G*	2	43814.152
3d3.(4F).5p	5G*	3	43868.255
3d3.(4F).5p	5G*	4	43940.689
3d3.(4F).5p	5G*	5	44031.244
3d3.(4F).5p	5G*	6	44139.772
3d3.(4F).5p	5F*	1	44182.898
3d3.(4F).5p	5F*	2	44222.420
3d3.(4F).5p	5F*	3	44284.231
3d3.(4F).5p	5F*	4	44369.406
3d3.(4F).5p	5F*	5	44477.256
3d3.(4F).5p	5D*	0	44302.058
3d3.(4F).5p	5D*	1	44331.489
3d3.(4F).5p	5D*	2	44389.317
3d3.(4F).5p	5D*	3	44473.347
3d3.(4F).5p	5D*	4	44577.664
3d3.(4F).5p	3F*	2	44834.642
3d3.(4F).5p	3F*	3	44922.979
3d3.(4F).5p	3F*	4	45040.955
3d3.(4F).5p	n 3D*	1	44966.527
3d3.(4F).5p	n 3D*	2	45063.941
3d3.(4F).5p	n 3D*	3	45206.499
3d3.(4F).5p	3G*	3	45001.681
3d3.(4F).5p	3G*	4	45097.711
3d3.(4F).5p	3G*	5	45211.603
3d2.4s.(2F).5p	3F*	2	48460.59
3d2.4s.(2F).5p	3F*	3	48629.67
3d2.4s.(2F).5p	3F*	4	48774.39
3d2.4s.(2F).5p	3G*	3	48542.31
3d2.4s.(2F).5p	3G*	4	48684.340
3d2.4s.(2F).5p	3G*	5	48874.86
3d2.4s.(2F).5p	3D*	1	49080.327
3d2.4s.(2F).5p	3D*	2	49099.463
3d2.4s.(2F).5p	3D*	3	49150.329
3d2.4s.(2F).5p	u 1G*	4	46257.548
3d2.4s.(2P).4p	3P*	0	45040.849
3d2.4s.(2P).4p	3P*	1	45090.509
3d2.4s.(2P).4p	3P*	2	45177.966
3d2.4p2	g 5G	2	46943.911
3d2.4p2	g 5G	3	47030.230
3d2.4p2	g 5G	4	47139.735
3d2.4p2	g 5G	5	47280.588
3d2.4p2	g 5G	6	47446.684
3d2.4p2	5F	1	48048.339
3d2.4p2	5F	2	48107.432
3d2.4p2	5F	3	48208.887
3d2.4p2	5F	4	48328.747
3d2.4p2	5F	5	48461.967
3d2.4p2	e 3D	2	48724.302
3d2.4p2	e 3D	1	48724.955
3d2.4p2	e 3D	3	48839.708
3d2.4p2	h 5D	0	48802.300
3d2.4p2	h 5D	1	48859.350
3d2.4p2	h 5D	2	48915.035
3d2.4p2	h 5D	3	49024.376
3d2.4p2	h 5D	4	49036.389
